has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
b'',9.0,b'female',30.0,28.0,2.0,b'[2-3]',b'European/Caucasian-American',b'Latino/Hispanic American',b'0',2.0,1.0,b'[2-5]',b'[0-1]',b'History',14.71,14.71,14.71,14.71,20.59,20.59,b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[21-100]',5.0,6.0,8.0,5.0,5.0,5.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',7.0,10.0,8.0,6.0,7.0,2.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.08,b'[0-0.33]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',8.0,9.0,b'[6-8]',b'[7-10]',0.0,b'1',b'0',b'0'
b'',9.0,b'female',30.0,23.0,7.0,b'[7-37]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',2.0,1.0,b'[2-5]',b'[0-1]',b'History',25.64,17.95,15.38,20.51,10.26,10.26,b'[21-100]',b'[16-20]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',7.0,6.0,6.0,7.0,6.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',8.0,7.0,8.0,8.0,8.0,3.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.45,b'[0.33-1]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',8.0,6.0,b'[6-8]',b'[5-6]',0.0,b'1',b'1',b'1'
b'',9.0,b'female',30.0,26.0,4.0,b'[4-6]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',2.0,1.0,b'[2-5]',b'[0-1]',b'History',20.0,16.0,18.0,16.0,16.0,14.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',8.0,8.0,8.0,8.0,8.0,8.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',4.0,10.0,10.0,6.0,8.0,4.0,b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.65,b'[0.33-1]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',7.0,8.0,b'[6-8]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',30.0,24.0,6.0,b'[4-6]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',2.0,1.0,b'[2-5]',b'[0-1]',b'History',13.51,18.92,21.62,13.51,13.51,18.92,b'[0-15]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',b'[16-20]',6.0,6.0,7.0,4.0,7.0,4.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',5.0,9.0,9.0,4.0,9.0,4.0,b'[0-5]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.02,b'[0-0.33]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',6.0,8.0,b'[6-8]',b'[7-10]',0.0,b'0',b'0',b'0'
b'',9.0,b'female',30.0,28.0,2.0,b'[2-3]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',2.0,1.0,b'[2-5]',b'[0-1]',b'History',21.43,16.67,21.43,16.67,11.9,11.9,b'[21-100]',b'[16-20]',b'[21-100]',b'[16-20]',b'[0-15]',b'[0-15]',5.0,3.0,6.0,4.0,4.0,4.0,b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',2.0,2.0,10.0,6.0,10.0,2.0,b'[0-5]',b'[0-5]',b'[9-10]',b'[6-8]',b'[9-10]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.13,b'[0-0.33]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',3.0,3.0,b'[0-5]',b'[0-4]',0.0,b'0',b'0',b'0'
b'',9.0,b'female',30.0,42.0,12.0,b'[7-37]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',2.0,1.0,b'[2-5]',b'[0-1]',b'History',23.81,23.81,23.81,23.81,2.38,2.38,b'[21-100]',b'[21-100]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',8.0,6.0,6.0,5.0,5.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',2.0,4.0,4.0,4.0,10.0,4.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.1,b'[0-0.33]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',2.0,8.0,b'[0-5]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',30.0,30.0,0.0,b'[0-1]',b'European/Caucasian-American',b'Latino/Hispanic American',b'0',2.0,1.0,b'[2-5]',b'[0-1]',b'History',18.6,20.93,23.26,23.26,2.33,11.63,b'[16-20]',b'[21-100]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',9.0,4.0,6.0,6.0,6.0,7.0,b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',3.0,3.0,3.0,8.0,8.0,2.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.39,b'[0.33-1]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',3.0,7.0,b'[0-5]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',30.0,31.0,1.0,b'[0-1]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',2.0,1.0,b'[2-5]',b'[0-1]',b'History',17.78,17.78,17.78,17.78,13.33,15.56,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',6.0,5.0,6.0,6.0,6.0,6.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',2.0,9.0,7.0,2.0,7.0,2.0,b'[0-5]',b'[9-10]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',0.37,b'[0.33-1]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',2.0,3.0,b'[0-5]',b'[0-4]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',30.0,29.0,1.0,b'[0-1]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',2.0,1.0,b'[2-5]',b'[0-1]',b'History',14.0,20.0,18.0,16.0,14.0,18.0,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',9.0,7.0,8.0,9.0,8.0,,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',17.5,17.5,20.0,12.5,20.0,12.5,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',9.0,7.0,7.0,9.0,9.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',8.0,10.0,10.0,6.0,8.0,2.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',-0.23,b'[-1-0]',4.0,,,b'[0-4]',b'[0-3]',b'[0-2]',5.0,9.0,b'[0-5]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,23.0,2.0,b'[2-3]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',17.02,21.28,17.02,21.28,14.89,8.51,b'[16-20]',b'[21-100]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',9.0,5.0,6.0,7.0,6.0,5.0,b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,10.0,10.0,7.0,9.0,,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.59,b'[0.33-1]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',8.0,6.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,26.0,1.0,b'[0-1]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',14.89,19.15,21.28,19.15,14.89,10.64,b'[0-15]',b'[16-20]',b'[21-100]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,7.0,7.0,8.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',6.0,8.0,8.0,8.0,8.0,,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',-0.08,b'[-1-0]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',8.0,6.0,b'[6-8]',b'[5-6]',1.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,27.0,2.0,b'[2-3]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',7.5,17.5,20.0,22.5,12.5,20.0,b'[0-15]',b'[16-20]',b'[16-20]',b'[21-100]',b'[0-15]',b'[16-20]',8.0,8.0,8.0,8.0,8.0,5.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',3.0,7.0,7.0,6.0,,,b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.15,b'[0-0.33]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',6.0,6.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,26.0,1.0,b'[0-1]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',21.28,17.02,21.28,12.77,6.38,21.28,b'[21-100]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',b'[21-100]',7.0,7.0,7.0,5.0,7.0,5.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,10.0,10.0,8.0,10.0,,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.65,b'[0.33-1]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',8.0,6.0,b'[6-8]',b'[5-6]',0.0,b'1',b'1',b'1'
b'',9.0,b'female',25.0,24.0,1.0,b'[0-1]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',20.51,5.13,23.08,12.82,17.95,20.51,b'[21-100]',b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[21-100]',7.0,6.0,7.0,6.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',6.0,7.0,9.0,5.0,9.0,,b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[9-10]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.69,b'[0.33-1]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',7.0,5.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,26.0,1.0,b'[0-1]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',16.28,16.28,18.6,16.28,16.28,16.28,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',7.0,7.0,7.0,7.0,7.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,9.0,8.0,8.0,8.0,,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.76,b'[0.33-1]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',8.0,6.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,25.0,0.0,b'[0-1]',b'European/Caucasian-American',b'Other',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',16.67,16.67,16.67,16.67,14.81,18.52,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',9.0,9.0,9.0,8.0,9.0,10.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[9-10]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',6.0,10.0,9.0,,8.0,,b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.44,b'[0.33-1]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',8.0,6.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
b'',9.0,b'female',25.0,27.0,2.0,b'[2-3]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Business and International Affairs [MBA/MIA Dual Degree]',15.56,17.78,17.78,17.78,17.78,13.33,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',7.0,6.0,7.0,7.0,6.0,5.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',13.21,18.87,18.87,16.98,16.98,15.09,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,9.0,8.0,,7.0,,b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',-0.07,b'[-1-0]',5.0,,,b'[5-6]',b'[0-3]',b'[0-2]',7.0,6.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
